"path","format","bytes","width","height","source_reference","treatment"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-09-480.webp","webp","36456","480","640","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-10-480.webp","webp","23008","480","360","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-10-640.webp","webp","41116","640","480","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-11-480.webp","webp","27304","480","360","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-11-640.webp","webp","48864","640","480","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-12-480.webp","webp","59546","480","640","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-13-1728.webp","webp","438022","1728","972","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-13-480.webp","webp","39534","480","270","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-13-960.webp","webp","148734","960","540","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-14-480.webp","webp","69140","480","640","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-15-480.webp","webp","73646","480","640","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-16-1920.webp","webp","314984","1920","1080","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-16-480.webp","webp","27014","480","270","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-16-960.webp","webp","100298","960","540","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-17-1920.webp","webp","423312","1920","1080","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-17-480.webp","webp","38102","480","270","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-17-960.webp","webp","138370","960","540","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-18-480.webp","webp","53658","480","640","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-19-1440.webp","webp","468364","1440","1920","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-19-480.webp","webp","67110","480","640","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-19-960.webp","webp","245636","960","1280","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-20-1260.webp","webp","429254","1260","1220","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-20-480.webp","webp","58080","480","465","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-20-960.webp","webp","259606","960","930","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-21-1920.webp","webp","457834","1920","1080","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-21-480.webp","webp","40044","480","270","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-21-960.webp","webp","141662","960","540","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-22-1920.webp","webp","478912","1920","1080","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-22-480.webp","webp","34094","480","270","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-22-960.webp","webp","132448","960","540","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-23-1728.webp","webp","457876","1728","972","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-23-480.webp","webp","37160","480","270","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/gallery-23-960.webp","webp","148874","960","540","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/hero-1920.webp","webp","334302","1920","1080","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/hero-480.webp","webp","28244","480","270","yes","retained"
"/assets/images/projects/current/intersections-of-lawyers-rd-at-indian-trail-fairview-rd/hero-960.webp","webp","100426","960","540","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/card-1286.webp","webp","187306","1286","675","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/card-480.webp","webp","31820","480","252","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/card-960.webp","webp","106812","960","504","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-01-1728.webp","webp","461428","1728","972","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-01-480.webp","webp","44984","480","270","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-01-960.webp","webp","166824","960","540","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-02-1728.webp","webp","461428","1728","972","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-02-480.webp","webp","44984","480","270","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-02-960.webp","webp","166824","960","540","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-03-1920.webp","webp","422474","1920","1080","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-03-480.webp","webp","34338","480","270","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-03-960.webp","webp","126592","960","540","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-04-1920.webp","webp","464314","1920","1080","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-04-480.webp","webp","35830","480","270","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-04-960.webp","webp","132134","960","540","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-05-1920.webp","webp","382128","1920","1080","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-05-480.webp","webp","32090","480","270","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-05-960.webp","webp","115054","960","540","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-06-1920.webp","webp","378890","1920","1080","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-06-480.webp","webp","35534","480","270","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-06-960.webp","webp","125016","960","540","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-07-1920.webp","webp","381374","1920","1080","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-07-480.webp","webp","34012","480","270","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-07-960.webp","webp","120390","960","540","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-08-1728.webp","webp","411322","1728","972","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-08-480.webp","webp","38928","480","270","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-08-960.webp","webp","142850","960","540","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-09-1728.webp","webp","395870","1728","972","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-09-480.webp","webp","37534","480","270","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-09-960.webp","webp","140420","960","540","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-10-1920.webp","webp","354262","1920","1080","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-10-480.webp","webp","31794","480","270","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-10-960.webp","webp","109786","960","540","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-11-1920.webp","webp","456242","1920","1080","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-11-480.webp","webp","38028","480","270","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-11-960.webp","webp","137452","960","540","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-12-1920.webp","webp","383308","1920","1080","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-12-480.webp","webp","31606","480","270","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-12-960.webp","webp","111960","960","540","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-13-1920.webp","webp","393206","1920","1080","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-13-480.webp","webp","34258","480","270","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-13-960.webp","webp","122496","960","540","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-14-1920.webp","webp","359978","1920","1080","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-14-480.webp","webp","31376","480","270","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-14-960.webp","webp","111094","960","540","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-15-1166.webp","webp","468782","1166","1555","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-15-480.webp","webp","74934","480","640","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-15-960.webp","webp","327736","960","1280","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-16-1166.webp","webp","401412","1166","1555","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-16-480.webp","webp","64550","480","640","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-16-960.webp","webp","277274","960","1280","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-17-1920.webp","webp","411694","1920","1440","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-17-480.webp","webp","23194","480","360","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-17-960.webp","webp","108302","960","720","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-18-1049.webp","webp","458408","1049","1400","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-18-480.webp","webp","91242","480","641","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-18-960.webp","webp","382024","960","1281","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-19-1440.webp","webp","311488","1440","1920","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-19-480.webp","webp","37378","480","640","yes","retained"
"/assets/images/projects/current/n-rocky-river-rd-lawyers-rd-roundabout/gallery-19-960.webp","webp","157348","960","1280","yes","retained"
"/assets/images/projects/detail/diagonal-stripe-pattern.svg","svg","5683","1440","71","yes","retained"
"/assets/images/projects/photos-coming-soon.svg","svg","352","1600","900","yes","retained"
"/assets/images/services/asphalt-paving-hero-provided.jpg","jpg","1851419","2457","1075","yes","retained"
"/assets/images/services/asphalt-paving-overlay.png","png","1263893","1264","536","yes","retained"
"/assets/images/services/asphalt-paving-roadwork.jpg","jpg","591267","1902","827","yes","retained"
"/assets/images/services/commercial-concrete-approach-provided.jpg","jpg","1315972","1898","870","yes","retained"
"/assets/images/services/commercial-concrete-hero-provided.jpg","jpg","1434133","2426","1075","yes","retained"
"/assets/images/services/commercial-concrete-overlay.jpg","jpg","334842","1584","672","yes","retained"
"/assets/images/services/greenways-hero-provided.jpg","jpg","2910642","2427","1075","yes","retained"
"/assets/images/services/greenways-overlay-provided.jpg","jpg","3596053","2880","1246","yes","retained"
"/assets/images/services/greenways-trail-construction-1440.webp","webp","430530","1440","960","yes","retained"
"/assets/images/services/residential-concrete-approach-provided.jpg","jpg","1041202","1898","870","yes","retained"
"/assets/images/services/residential-concrete-hero-provided.jpg","jpg","2512116","2383","1059","yes","retained"
"/assets/images/services/residential-concrete-overlay.jpg","jpg","218323","1584","672","yes","retained"
"/assets/images/services/roads-bridges-hero-provided.jpg","jpg","1665345","2389","1059","yes","retained"
"/assets/images/services/roads-bridges-hero-roadwork.jpg","jpg","650623","1983","793","yes","retained"
"/assets/images/services/roads-bridges-overlay.jpg","jpg","356848","1584","672","yes","retained"
"/assets/images/services/roads-bridges-roadwork-aerial-1536.webp","webp","261764","1536","672","yes","retained"
"/assets/images/services/underground-utilities-approach-provided.jpg","jpg","1561147","1898","870","yes","retained"
"/assets/images/services/underground-utilities-hero-provided.jpg","jpg","2386346","2428","1080","yes","retained"
"/assets/images/services/underground-utilities-overlay.jpg","jpg","396440","1584","672","yes","retained"
